player_name,team,position,age,years,years_remaining,total_value,guaranteed,aav,signed_year,contract_type,is_active,source,fetched_at
Jaret Patterson,Chargers,RB,27.0,1,1,1.145,0.0,1.145,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Tyler Goodson,Falcons,RB,26.0,1,1,1.145,0.0,1.145,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Sione Vaki,Lions,RB,25.0,4,2,4.548708,0.528708,1.137177,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Braelon Allen,Jets,RB,22.0,4,2,4.548708,0.528708,1.137177,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Eli Heidenreich,Steelers,RB,,4,4,4.535984,0.155984,1.133996,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Israel Abanikanda,Cowboys,RB,24.0,2,2,2.265,0.0,1.1325,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Seth McGowan,Colts,RB,25.0,4,4,4.514908,0.134908,1.128727,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Jam Miller,Patriots,RB,22.0,4,4,4.50494,0.12494,1.126235,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Ollie Gordon II,Dolphins,RB,22.0,4,3,4.472664,0.272664,1.118166,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Devin Neal,Saints,RB,23.0,4,3,4.451312,0.251312,1.112828,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Kalel Mullings,Titans,RB,24.0,4,3,4.438508,0.238508,1.109627,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Tahj Brooks,Bengals,RB,24.0,4,3,4.430856,0.230856,1.107714,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Malik Davis,Cowboys,RB,28.0,2,1,2.175,0.0,1.0875,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Brashard Smith,Chiefs,RB,23.0,4,3,4.333476,0.133476,1.083369,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Kyle Monangai,Bears,RB,24.0,4,3,4.32814,0.12814,1.082035,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Evan Hull,Texans,RB,26.0,1,1,1.08,5000.0,1.08,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
LeQuint Allen,Jaguars,RB,22.0,4,3,4.318756,0.118756,1.079689,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Phil Mafah,Cowboys,RB,24.0,4,3,4.311532,0.111532,1.077883,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Rasheen Ali,Ravens,RB,25.0,4,2,4.309868,0.289868,1.077467,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Tyrone Tracy Jr.,Giants,RB,27.0,4,2,4.306352,0.286352,1.076588,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Jacory Croskey-Merritt,Commanders,RB,25.0,4,3,4.305428,0.105428,1.076357,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
George Holani,Seahawks,RB,27.0,1,1,1.075,0.0,1.075,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Kimani Vidal,Chargers,RB,25.0,1,1,1.075,0.0,1.075,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Tyler Badie,Broncos,RB,27.0,1,1,1.075,0.0,1.075,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Brittain Brown,Bears,RB,29.0,1,1,1.075,0.0,1.075,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Cody Schrader,Broncos,RB,27.0,1,1,1.075,0.0,1.075,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Isaiah Davis,Jets,RB,24.0,4,2,4.274276,0.254276,1.068569,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Carson Steele,Eagles,RB,24.0,2,2,2.125,0.0,1.0625,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Josh Williams,Buccaneers,RB,26.0,2,2,2.125,0.0,1.0625,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Dylan Laube,Raiders,RB,27.0,4,2,4.175192,0.155192,1.043798,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
J'Mari Taylor,Jaguars,RB,24.0,3,3,3.13,0.2775,1.043333,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Myles Montgomery,Patriots,RB,23.0,3,3,3.125,0.2725,1.041667,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Roman Hemby,Raiders,RB,24.0,3,3,3.12,0.22,1.04,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Robert Henry Jr.,Commanders,RB,,3,3,3.12,0.22,1.04,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Coleman Bennett,Bears,RB,24.0,3,3,3.12,0.145,1.04,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Chip Trayanum,Jets,RB,,3,3,3.12,0.195,1.04,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
