player_name,team,position,age,years,years_remaining,total_value,guaranteed,aav,signed_year,contract_type,is_active,source,fetched_at
Chris Manhertz,Giants,TE,34.0,1,1,1.4875,0.2625,1.4875,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Tip Reiman,Cardinals,TE,25.0,4,2,5.789912,1.030844,1.447478,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Lucas Krull,Broncos,TE,28.0,1,1,1.43,0.1,1.43,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Kylen Granson,Titans,TE,28.0,1,1,1.4025,0.625,1.4025,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Tucker Kraft,Packers,TE,26.0,4,1,5.537932,1.027588,1.384483,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Tanner Hudson,Bengals,TE,32.0,1,1,1.35,0.05,1.35,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Ben Sims,Dolphins,TE,26.0,1,1,1.3325,0.1875,1.3325,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Jack Stoll,Browns,TE,28.0,1,1,1.315,0.0,1.315,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Anthony Firkser,Commanders,TE,31.0,1,1,1.3,0.0,1.3,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Robert Tonyan,Steelers,TE,32.0,1,1,1.3,0.0,1.3,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Tyler Conklin,Lions,TE,31.0,1,1,1.3,0.0,1.3,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Gunnar Helm,Titans,TE,24.0,4,3,5.172908,0.972908,1.293227,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Matthew Hibner,Ravens,TE,24.0,4,4,5.169036,0.789036,1.292259,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Stone Smartt,Eagles,TE,28.0,1,1,1.29,0.225,1.29,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Feleipe Franks,Panthers,TE,29.0,1,1,1.265,0.0,1.265,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Harrison Bryant,Seahawks,TE,28.0,1,1,1.265,0.05,1.265,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Ja'Tavion Sanders,Panthers,TE,23.0,4,2,5.044236,0.874236,1.261059,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Teagan Quitoriano,Cardinals,TE,26.0,1,1,1.24,0.0,1.24,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Justin Joly,Broncos,TE,22.0,4,4,4.886104,0.506104,1.221526,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Shane Zylstra,Bills,TE,30.0,1,1,1.215,0.0,1.215,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Kenny Yeboah,Cardinals,TE,28.0,1,1,1.215,0.0,1.215,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Sean McKeon,Colts,TE,29.0,1,1,1.215,0.0,1.215,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Albert Okwuegbunam,Raiders,TE,28.0,1,1,1.215,0.0,1.215,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Tanner Koziol,Jaguars,TE,23.0,4,4,4.85684,0.47684,1.21421,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Theo Johnson,Giants,TE,25.0,4,2,4.851436,0.831436,1.212859,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Riley Nowakowski,Steelers,TE,,4,4,4.823256,0.443256,1.205814,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Erick All,Bengals,TE,26.0,4,2,4.813104,0.793104,1.203276,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
